Generation,PopBestRed,PopBestBlue,PopAvgRed,PopAvgBlue,BestOverallRed,BestOverallBlue
36,-0.04001671,0,-0.06233919,0,-0.04001671,0
37,-0.04001671,0,-0.08022138,0,-0.04001671,0
38,-0.04001671,0,-0.053467,0,-0.04001671,0
39,-0.04001671,0,-0.05115706,0,-0.04001671,0
40,-0.04001671,0,-0.05589808,0,-0.04001671,0
41,-0.04001671,0,-0.06296157,0,-0.04001671,0
42,-0.04001671,0,-0.06358813,0,-0.04001671,0
43,-0.04001671,0,-0.07449874,0,-0.04001671,0
44,-0.03976608,0,-0.07011278,0,-0.03976608,0
45,-0.03951545,0,-0.06551796,0,-0.03951545,0
46,-0.039599,0,-0.05950292,0,-0.03951545,0
47,-0.03951545,0,-0.08983709,0,-0.03951545,0
48,-0.039599,0,-0.05411445,0,-0.03951545,0
49,-0.03943191,0,-0.06354219,0,-0.03943191,0
50,-0.039599,0,-0.05200083,0,-0.03943191,0
51,-0.03951545,0,-0.05461152,0,-0.03943191,0
52,-0.03951545,0,-0.05683793,0,-0.03943191,0
53,-0.03943191,0,-0.06932749,0,-0.03943191,0
54,-0.039599,0,-0.06579365,0,-0.03943191,0
55,-0.03943191,0,-0.06444862,0,-0.03943191,0
56,-0.03951545,0,-0.07925647,0,-0.03943191,0
57,-0.03943191,0,-0.09881371,0,-0.03943191,0
58,-0.039599,0,-0.08515038,0,-0.03943191,0
59,-0.039599,0,-0.05390978,0,-0.03943191,0
60,-0.03951545,0,-0.07662489,0,-0.03943191,0
61,-0.03943191,0,-0.06964912,0,-0.03943191,0
62,-0.039599,0,-0.07657477,0,-0.03943191,0
63,-0.03792815,0,-0.06076859,0,-0.03792815,0
64,-0.03792815,0,-0.07926483,0,-0.03792815,0
65,-0.03776107,0,-0.06408104,0,-0.03776107,0
66,-0.03776107,0,-0.05515455,0,-0.03776107,0
67,-0.03776107,0,-0.06558061,0,-0.03776107,0
68,-0.03776107,0,-0.09202172,0,-0.03776107,0
69,-0.03776107,0,-0.1055514,0,-0.03776107,0
70,-0.03776107,0,-0.04533834,0,-0.03776107,0
71,-0.03609022,0,-0.0954553,0,-0.03609022,0
72,-0.03609022,0,-0.1018003,0,-0.03609022,0
73,-0.0352548,0,-0.06779031,0,-0.0352548,0
74,-0.0352548,0,-0.06804511,0,-0.0352548,0
75,-0.0352548,0,-0.07371345,0,-0.0352548,0
76,-0.0352548,0,-0.07116958,0,-0.0352548,0
77,-0.0352548,0,-0.08048873,0,-0.0352548,0
78,-0.03508772,0,-0.06524645,0,-0.03508772,0
79,-0.03508772,0,-0.06589808,0,-0.03508772,0
80,-0.03500418,0,-0.05508772,0,-0.03500418,0
81,-0.03508772,0,-0.05511279,0,-0.03500418,0
82,-0.03508772,0,-0.09256057,0,-0.03500418,0
83,-0.03508772,0,-0.07545114,0,-0.03500418,0
84,-0.03500418,0,-0.09076441,0,-0.03500418,0
85,-0.03500418,0,-0.07305764,0,-0.03500418,0
86,-0.03416876,0,-0.06892649,0,-0.03416876,0
87,-0.03416876,0,-0.1006391,0,-0.03416876,0
88,-0.03416876,0,-0.08971179,0,-0.03416876,0
89,-0.0342523,0,-0.07168339,0,-0.03416876,0
90,-0.03408521,0,-0.0747285,0,-0.03408521,0
91,-0.03416876,0,-0.07047202,0,-0.03408521,0
92,-0.03416876,0,-0.06771512,0,-0.03408521,0
93,-0.03391813,0,-0.09601504,0,-0.03391813,0
94,-0.03391813,0,-0.08505429,0,-0.03391813,0
95,-0.03391813,0,-0.09097327,0,-0.03391813,0
96,-0.03383459,0,-0.09840017,0,-0.03383459,0
97,-0.03400167,0,-0.08391396,0,-0.03383459,0
98,-0.03400167,0,-0.08857142,0,-0.03383459,0
99,-0.03400167,0,-0.08417712,0,-0.03383459,0
100,-0.03400167,0,-0.08417712,0,-0.03383459,0

